38,club,https://en.wikipedia.org/wiki/Special:FilePath/Logo%20of%20Clube%20Atl%C3%A9tico%20Mineiro.svg
184,club,https://en.wikipedia.org/wiki/Special:FilePath/Aston%20Villa%20FC%20new%20crest.svg
187,club,https://en.wikipedia.org/wiki/Special:FilePath/Brighton%20and%20Hove%20Albion%20FC%20crest.svg
213,club,https://en.wikipedia.org/wiki/Special:FilePath/Rcd%20mallorca.svg
225,club,https://en.wikipedia.org/wiki/Special:FilePath/Cagliari%20Calcio%201920.svg
248,club,https://en.wikipedia.org/wiki/Special:FilePath/Eintracht%20Frankfurt%20crest.svg
266,club,https://en.wikipedia.org/wiki/Special:FilePath/OGC%20Nice%20logo.svg
271,club,https://en.wikipedia.org/wiki/Special:FilePath/Logo%20FC%20Nantes%20(avec%20fond)%20-%202019.svg
275,club,https://en.wikipedia.org/wiki/Special:FilePath/Le%20Havre%20AC%20logo.svg
283,club,https://en.wikipedia.org/wiki/Special:FilePath/Logo%20AFC%20Ajax%20(1928-1991%2C%202025-).png
290,club,https://en.wikipedia.org/wiki/Special:FilePath/Fenerbah%C3%A7e.svg
296,club,https://en.wikipedia.org/wiki/Special:FilePath/Dynamo%20logo.svg
313,club,https://en.wikipedia.org/wiki/Special:FilePath/Blackburn%20Rovers.svg
314,club,https://en.wikipedia.org/wiki/Special:FilePath/Stoke%20City%20FC%20crest%202026.svg
331,club,https://en.wikipedia.org/wiki/Special:FilePath/Inter%20Miami%20CF%20logo.svg
333,club,https://en.wikipedia.org/wiki/Special:FilePath/Los%20Angeles%20Football%20Club.svg
395,club,https://en.wikipedia.org/wiki/Special:FilePath/Hibernian%20FC%202026%20crest.svg
401,club,https://en.wikipedia.org/wiki/Special:FilePath/RC%20Deportivo%20A%20Coru%C3%B1a%20logo%202026.svg
18973,club,https://en.wikipedia.org/wiki/Special:FilePath/SC_Heerenveen_logo.svg
18978,club,https://en.wikipedia.org/wiki/Special:FilePath/FC%20Groningen%20logo.svg
18996,club,https://en.wikipedia.org/wiki/Special:FilePath/Logo%20KRC%20Genk.png
19000,club,https://en.wikipedia.org/wiki/Special:FilePath/Royal%20Charleroi%20Sporting%20Club%20logo.svg
19003,club,https://en.wikipedia.org/wiki/Special:FilePath/Trabzonspor%20Amblem.svg
19011,club,https://en.wikipedia.org/wiki/Special:FilePath/AEK%20Athens%20FC%20logo.svg
19017,club,https://en.wikipedia.org/wiki/Special:FilePath/Club%20Leon%20Logo.svg
19031,club,https://en.wikipedia.org/wiki/Special:FilePath/Logo%20New%20York%20City%20FC%202025.svg
19032,club,https://en.wikipedia.org/wiki/Special:FilePath/New%20York%20Red%20Bulls%20logo.svg
19034,club,https://en.wikipedia.org/wiki/Special:FilePath/D.C.%20United%20logo%20(2016).svg
19038,club,https://en.wikipedia.org/wiki/Special:FilePath/Orlando%20City%202014.svg
19043,club,https://en.wikipedia.org/wiki/Special:FilePath/San%20Jose%20Earthquakes%202014.svg
19049,club,https://en.wikipedia.org/wiki/Special:FilePath/Minnesota%20United%20FC%20(MLS)%20Primary%20logo.svg
19050,club,https://en.wikipedia.org/wiki/Special:FilePath/Logo%20of%20CF%20Montreal%202023.svg
19054,club,https://en.wikipedia.org/wiki/Special:FilePath/Palermo%20Calcio%20logo%20(2019).svg
19081,club,https://en.wikipedia.org/wiki/Special:FilePath/AS%20Reggina%201914%20crest.svg
19084,club,https://en.wikipedia.org/wiki/Special:FilePath/LR%20Vicenza%20Virtus%20(logo).svg
19123,club,https://en.wikipedia.org/wiki/Special:FilePath/En%20Avant%20Guingamp%20logo.svg
19124,club,https://en.wikipedia.org/wiki/Special:FilePath/SM%20Caen%202016%20logo.svg
19145,club,https://en.wikipedia.org/wiki/Special:FilePath/Santa%20Cruz%20Futebol%20Clube%20logo.svg
19148,club,https://en.wikipedia.org/wiki/Special:FilePath/Juventude%20crest.png
