19321|Pro Vercelli|
3|Aldosivi|Argentina
2|Atletico Tucuman|Argentina
16|Barracas Central|Argentina
19|Belgrano|Argentina
26|Colon|Argentina
7|Defensa y Justicia|Argentina
13|Deportivo Riestra|Argentina
5|Estudiantes de La Plata|Argentina
4|Estudiantes de Rio Cuarto|Argentina
9|Gimnasia y Esgrima La Plata|Argentina
8|Gimnasia y Esgrima Mendoza|Argentina
12|Huracan|Argentina
21|Independiente Rivadavia|Argentina
29|Instituto|Argentina
28|Lanus|Argentina
17|Platense|Argentina
24|Rosario Central|Argentina
25|San Lorenzo|Argentina
18|Sarmiento Junin|Argentina
10|Talleres Cordoba|Argentina
11|Union de Santa Fe|Argentina
6|Velez Sarsfield|Argentina
293|Anderlecht|Belgium
18998|Antwerp|Belgium
19001|Cercle Brugge|Belgium
292|Club Brugge|Belgium
18997|Gent|Belgium
19002|Mechelen|Belgium
18995|Standard Liege|Belgium
153|ABB|Bolivia
154|Always Ready|Bolivia
155|Aurora|Bolivia
156|Blooming|Bolivia
157|Bolivar|Bolivia
159|GV San Jose|Bolivia
158|Guabira|Bolivia
160|Independiente Petrolero|Bolivia
161|Nacional Potosi|Bolivia
162|Oriente Petrolero|Bolivia
163|Real Oruro|Bolivia
164|Real Potosi|Bolivia
165|Real Tomayapo|Bolivia
166|San Antonio Bulo Bulo|Bolivia
167|The Strongest|Bolivia
168|Universidad de Vinto|Bolivia
19068|America Mineiro|Brazil
33|Athletico Paranaense|Brazil
19146|Avai|Brazil
35|Bahia|Brazil
19150|CSA|Brazil
19065|Ceara|Brazil
49|Chapecoense|Brazil
36|Coritiba|Brazil
19149|Criciuma|Brazil
19147|Figueirense|Brazil
19064|Fortaleza|Brazil
19066|Goias|Brazil
19071|Guarani|Brazil
48|Mirassol|Brazil
19144|Nautico|Brazil
19151|Parana Clube|Brazil
19069|Ponte Preta|Brazil
19070|Portuguesa|Brazil
34|Red Bull Bragantino|Brazil
47|Remo|Brazil
19067|Sport Recife|Brazil
42|Vitoria|Brazil
50|Audax Italiano|Chile
51|Cobresal|Chile
52|Colo-Colo|Chile
53|Coquimbo Unido|Chile
54|Deportes Concepcion|Chile
55|Deportes La Serena|Chile
56|Deportes Limache|Chile
57|Everton de Vina del Mar|Chile
58|Huachipato|Chile
59|Nublense|Chile
60|O'Higgins|Chile
61|Palestino|Chile
62|Union La Calera|Chile
63|Universidad Catolica|Chile
64|Universidad de Chile|Chile
65|Universidad de Concepcion|Chile
103|Aguilas Doradas|Colombia
104|Alianza Petrolera|Colombia
105|America de Cali|Colombia
106|Atletico Bucaramanga|Colombia
107|Atletico Nacional|Colombia
108|Boyaca Chico|Colombia
121|Cucuta Deportivo|Colombia
109|Deportes Tolima|Colombia
110|Deportivo Cali|Colombia
111|Deportivo Pasto|Colombia
112|Deportivo Pereira|Colombia
114|Fortaleza CEIF|Colombia
115|Independiente Medellin|Colombia
116|Independiente Santa Fe|Colombia
117|Junior|Colombia
118|La Equidad|Colombia
120|Once Caldas|Colombia
303|Slavia Prague|Czechia
301|FC Copenhagen|Denmark
126|Aucas|Ecuador
123|Barcelona SC|Ecuador
133|Cumbaya|Ecuador
127|Delfin SC|Ecuador
128|Deportivo Cuenca|Ecuador
124|Emelec|Ecuador
132|Guayaquil City|Ecuador
122|Independiente del Valle|Ecuador
129|LDU Quito|Ecuador
130|Macara|Ecuador
131|Mushuc Runa|Ecuador
134|Tecnico Universitario|Ecuador
125|Universidad Catolica Ecuador|Ecuador
345|AFC Wimbledon|England
368|Accrington Stanley|England
346|Barnsley|England
369|Barrow|England
347|Blackpool|England
326|Bolton Wanderers|England
348|Bradford City|England
186|Brentford|England
340|Bristol City|England
188|Burnley|England
349|Burton Albion|England
366|Charlton Athletic|England
370|Cheltenham Town|England
371|Colchester United|England
315|Coventry City|England
373|Crawley Town|England
372|Crewe Alexandra|England
190|Crystal Palace|England
350|Doncaster Rovers|England
351|Exeter City|England
374|Forest Green Rovers|England
375|Gillingham|England
376|Grimsby Town|England
377|Harrogate Town|England
341|Huddersfield Town|England
322|Hull City|England
307|Ipswich Town|England
353|Lincoln City|England
325|Luton Town|England
383|MK Dons|England
378|Maidenhead United|England
354|Mansfield Town|England
312|Middlesbrough|England
382|Morecambe|England
355|Northampton Town|England
379|Notts County|England
380|Oldham Athletic|England
367|Oxford United|England
356|Peterborough United|England
357|Plymouth Argyle|England
358|Port Vale|England
324|Portsmouth|England
344|Reading|England
359|Rotherham United|England
360|Salford City|England
385|Salop United|England
308|Sheffield United|England
309|Sheffield Wednesday|England
386|Southend United|England
361|Stevenage|England
199|Sunderland|England
387|Sutton United|England
381|Swindon Town|England
388|Torquay United|England
363|Tranmere Rovers|England
389|Walsall|England
311|Watford|England
317|West Bromwich Albion|England
364|Wigan Athletic|England
390|Wimbledon|England
202|Wolverhampton Wanderers|England
365|Wycombe Wanderers|England
19131|Ajaccio|France
19125|Amiens|France
274|Angers|France
273|Auxerre|France
19132|Bastia|France
272|Brest|France
19137|Chateauroux|France
19135|Clermont Foot|France
19126|Dijon|France
19134|Evian Thonon Gaillard|France
19133|Grenoble|France
267|Lens|France
277|Lorient|France
19120|Montpellier|France
19121|Nancy|France
19127|Nimes|France
278|Paris FC|France
19129|Reims|France
19061|Saint-Etienne|France
19122|Sedan|France
19063|Sochaux|France
269|Strasbourg|France
19128|Troyes|France
19130|Valenciennes|France
19109|1860 Munich|Germany
19110|Alemannia Aachen|Germany
19103|Arminia Bielefeld|Germany
19112|Darmstadt 98|Germany
19106|Energie Cottbus|Germany
251|FC Augsburg|Germany
259|FC Koln|Germany
257|FC St. Pauli|Germany
19108|Fortuna Dusseldorf|Germany
19111|Hannover 96|Germany
19105|Hansa Rostock|Germany
258|Heidenheim|Germany
19058|Hertha BSC|Germany
19114|Holstein Kiel|Germany
19104|MSV Duisburg|Germany
252|Mainz 05|Germany
245|RB Leipzig|Germany
249|SC Freiburg|Germany
19113|SC Paderborn|Germany
19118|SSV Ulm|Germany
19115|SpVgg Greuther Furth|Germany
250|TSG Hoffenheim|Germany
253|Union Berlin|Germany
247|VfB Stuttgart|Germany
19102|VfL Bochum|Germany
19117|Waldhof Mannheim|Germany
19116|Wattenscheid 09|Germany
19013|Aris|Greece
19015|OFI Crete|Greece
19012|PAOK|Greece
298|Panathinaikos|Greece
19014|Panionios|Greece
19099|Ancona|Italy
223|Atalanta|Italy
19055|Bari|Italy
19093|Benevento|Italy
19098|Carpi|Italy
19085|Catania|Italy
19095|Cesena|Italy
19080|Chievo Verona|Italy
226|Como|Italy
19100|Cosenza|Italy
227|Cremonese|Italy
19094|Crotone|Italy
19088|Empoli|Italy
19091|Frosinone|Italy
229|Genoa|Italy
230|Hellas Verona|Italy
234|Lecce|Italy
19087|Livorno|Italy
19097|Novara|Italy
19083|Perugia|Italy
19096|Piacenza|Italy
238|Pisa|Italy
19082|Reggiana|Italy
19090|Salernitana|Italy
240|Sassuolo|Italy
19086|Siena|Italy
19092|Spezia|Italy
241|Torino|Italy
19101|Treviso|Italy
19089|Venezia|Italy
19138|Atlante|Mexico
19019|Atlas|Mexico
19024|Atletico San Luis|Mexico
335|Chivas Guadalajara|Mexico
334|Club America|Mexico
336|Cruz Azul|Mexico
19141|Jaguares de Chiapas|Mexico
19026|Juarez|Mexico
19143|Leones Negros|Mexico
19025|Mazatlan|Mexico
19140|Monarcas Morelia|Mexico
19021|Necaxa|Mexico
19020|Pachuca|Mexico
19022|Puebla|Mexico
337|Pumas UNAM|Mexico
19023|Queretaro|Mexico
19018|Santos Laguna|Mexico
19142|Tecos|Mexico
339|Tigres UANL|Mexico
19027|Tijuana|Mexico
19016|Toluca|Mexico
19139|Veracruz|Mexico
286|AZ Alkmaar|Netherlands
18981|Almere City|Netherlands
18971|FC Twente|Netherlands
18970|FC Utrecht|Netherlands
18980|Fortuna Sittard|Netherlands
18977|Go Ahead Eagles|Netherlands
18983|NAC Breda|Netherlands
18975|NEC Nijmegen|Netherlands
18982|PEC Zwolle|Netherlands
18979|RKC Waalwijk|Netherlands
18976|Sparta Rotterdam|Netherlands
18972|Vitesse|Netherlands
18974|Willem II|Netherlands
93|2 de Mayo|Paraguay
87|Cerro Porteno|Paraguay
96|General Caballero JLM|Paraguay
101|Guairena|Paraguay
90|Guarani|Paraguay
102|Independiente Campo Grande|Paraguay
89|Libertad|Paraguay
92|Nacional Paraguay|Paraguay
88|Olimpia|Paraguay
95|Recoleta|Paraguay
98|Rubio Nu|Paraguay
99|San Lorenzo Paraguay|Paraguay
100|Sol de America|Paraguay
91|Sportivo Luqueno|Paraguay
94|Sportivo Trinidense|Paraguay
97|Tembetary|Paraguay
149|AD Tarma|Peru
136|Alianza Atletico|Peru
135|Alianza Lima|Peru
152|Atletico Grau|Peru
146|Cajamarca|Peru
140|Cienciano|Peru
145|Comerciantes Unidos|Peru
139|Cusco FC|Peru
148|Deportivo Garcilaso|Peru
147|Deportivo Moquegua|Peru
143|Deportivo Municipal|Peru
151|Juan Pablo II|Peru
150|Los Chankas|Peru
144|Melgar|Peru
141|Sport Boys|Peru
142|Sport Huancayo|Peru
137|Sporting Cristal|Peru
138|Universitario|Peru
18993|Arouca|Portugal
18985|Boavista|Portugal
282|Braga|Portugal
18992|Casa Pia|Portugal
18989|Estoril|Portugal
18988|Famalicao|Portugal
18991|Gil Vicente|Portugal
18986|Maritimo|Portugal
18990|Moreirense|Portugal
18994|Portimonense|Portugal
18984|Vitoria Guimaraes|Portugal
391|Aberdeen|Scotland
392|Dundee|Scotland
393|Dundee United|Scotland
394|Hearts|Scotland
396|Kilmarnock|Scotland
397|Motherwell|Scotland
288|Rangers|Scotland
398|Ross County|Scotland
399|St Johnstone|Scotland
400|St Mirren|Scotland
299|Red Star Belgrade|Serbia
203|Alaves|Spain
408|Almeria|Spain
204|Athletic Club|Spain
407|Cadiz|Spain
207|Celta Vigo|Spain
19074|Compostela|Spain
418|Cordoba|Spain
208|Elche|Spain
19075|Extremadura|Spain
211|Girona|Spain
410|Granada|Spain
416|Hercules|Spain
413|Huesca|Spain
19078|Lleida|Spain
19072|Logrones|Spain
19073|Merida|Spain
414|Numancia|Spain
214|Osasuna|Spain
406|Racing Santander|Spain
216|Real Betis|Spain
19079|Real Burgos|Spain
415|Real Murcia|Spain
218|Real Oviedo|Spain
404|Real Valladolid|Spain
419|Recreativo Huelva|Spain
19076|Salamanca|Spain
417|Tenerife|Spain
19077|Xerez|Spain
304|Young Boys|Switzerland
19010|Adana Demirspor|Turkey
19009|Alanyaspor|Turkey
19007|Antalyaspor|Turkey
291|Besiktas|Turkey
19008|Kasimpasa|Turkey
19005|Konyaspor|Turkey
19006|Sivasspor|Turkey
295|Shakhtar Donetsk|Ukraine
19030|Atlanta United|United States
19046|Austin FC|United States
19047|Charlotte FC|United States
19041|Chicago Fire|United States
19152|Chivas USA|United States
19042|Colorado Rapids|United States
19035|Columbus Crew|United States
19039|FC Cincinnati|United States
19048|Houston Dynamo|United States
19154|Miami Fusion|United States
19045|Nashville SC|United States
19044|New England Revolution|United States
19040|Philadelphia Union|United States
19029|Portland Timbers|United States
19037|Real Salt Lake|United States
19028|Seattle Sounders|United States
19036|Sporting Kansas City|United States
19052|St. Louis City|United States
19153|Tampa Bay Mutiny|United States
19033|Toronto FC|United States
83|Albion|Uruguay
76|Boston River|Uruguay
84|Central Espanol|Uruguay
72|Cerro|Uruguay
80|Cerro Largo|Uruguay
69|Defensor Sporting|Uruguay
82|Deportivo Maldonado|Uruguay
78|Fenix|Uruguay
81|Juventud de Las Piedras|Uruguay
75|Liverpool Montevideo|Uruguay
85|Miramar Misiones|Uruguay
71|Montevideo Wanderers|Uruguay
79|Plaza Colonia|Uruguay
73|Progreso|Uruguay
77|Racing Montevideo|Uruguay
74|Rampla Juniors|Uruguay
70|River Plate Montevideo|Uruguay
86|Torque|Uruguay
181|Academia Anzoategui|Venezuela
176|Academia Puerto Cabello|Venezuela
175|Carabobo FC|Venezuela
178|Caracas FC|Venezuela
169|Deportivo La Guaira|Venezuela
171|Deportivo Tachira|Venezuela
174|Estudiantes de Merida|Venezuela
170|Metropolitanos FC|Venezuela
180|Monagas SC|Venezuela
173|Portuguesa FC|Venezuela
179|Rayo Zuliano|Venezuela
182|Trujillanos|Venezuela
172|Universidad Central de Venezuela|Venezuela
177|Zamora FC|Venezuela
320|Cardiff City|Wales
384|Newport County|Wales
319|Wrexham|Wales
